MatchId,BotType,Result,TimeMs,TotalClicks
0696,RandomBot,DEFEAT,0,3
0697,RandomBot,DEFEAT,0,1
0698,RandomBot,DEFEAT,0,15
0699,RandomBot,DEFEAT,0,3
0700,RandomBot,DEFEAT,0,4
0701,RandomBot,DEFEAT,0,5
0702,RandomBot,DEFEAT,0,2
0703,RandomBot,DEFEAT,0,11
0704,RandomBot,DEFEAT,0,8
0705,RandomBot,DEFEAT,0,3
0706,RandomBot,DEFEAT,0,3
0707,RandomBot,DEFEAT,0,2
0708,RandomBot,DEFEAT,0,2
0709,RandomBot,DEFEAT,0,2
0710,RandomBot,DEFEAT,0,4
0711,RandomBot,DEFEAT,0,2
0712,RandomBot,DEFEAT,0,4
0713,RandomBot,DEFEAT,0,6
0714,RandomBot,DEFEAT,0,5
0715,RandomBot,DEFEAT,1,4
0716,RandomBot,DEFEAT,0,3
0717,RandomBot,DEFEAT,0,7
0718,RandomBot,DEFEAT,0,6
0719,RandomBot,DEFEAT,0,4
0720,RandomBot,DEFEAT,0,5
0721,RandomBot,DEFEAT,0,9
0722,RandomBot,DEFEAT,0,9
0723,RandomBot,DEFEAT,0,4
0724,RandomBot,DEFEAT,0,5
0725,RandomBot,DEFEAT,0,3
0726,RandomBot,DEFEAT,0,2
0727,RandomBot,DEFEAT,0,7
0728,RandomBot,DEFEAT,0,2
0729,RandomBot,DEFEAT,0,4
0730,RandomBot,DEFEAT,0,2
0731,RandomBot,DEFEAT,0,3
0732,RandomBot,DEFEAT,0,7
0733,RandomBot,DEFEAT,0,5
0734,RandomBot,DEFEAT,0,2
0735,RandomBot,DEFEAT,0,2
0736,RandomBot,DEFEAT,0,2
0737,RandomBot,DEFEAT,0,4
0738,RandomBot,DEFEAT,0,4
0739,RandomBot,DEFEAT,0,4
0740,RandomBot,DEFEAT,0,1
0741,RandomBot,DEFEAT,0,2
0742,RandomBot,DEFEAT,0,9
0743,RandomBot,DEFEAT,0,2
0744,RandomBot,DEFEAT,0,2
0745,RandomBot,DEFEAT,0,5
0746,RandomBot,DEFEAT,0,1
0747,RandomBot,DEFEAT,0,4
0748,RandomBot,DEFEAT,0,3
0749,RandomBot,DEFEAT,0,7
0750,RandomBot,DEFEAT,0,5
0751,RandomBot,DEFEAT,0,1
0752,RandomBot,DEFEAT,0,2
0753,RandomBot,DEFEAT,0,6
0754,RandomBot,DEFEAT,0,10
0755,RandomBot,DEFEAT,0,2
0756,RandomBot,DEFEAT,0,6
0757,RandomBot,DEFEAT,0,6
0758,RandomBot,DEFEAT,0,2
0759,RandomBot,DEFEAT,0,3
0760,RandomBot,DEFEAT,0,9
0761,RandomBot,DEFEAT,0,5
0762,RandomBot,DEFEAT,0,3
0763,RandomBot,DEFEAT,0,11
0764,RandomBot,DEFEAT,0,5
0765,RandomBot,DEFEAT,0,5
0766,RandomBot,DEFEAT,0,1
0767,RandomBot,DEFEAT,0,5
0768,RandomBot,DEFEAT,0,8
0769,RandomBot,DEFEAT,0,2
0770,RandomBot,DEFEAT,0,8
0771,RandomBot,DEFEAT,0,3
0772,RandomBot,DEFEAT,0,6
0773,RandomBot,DEFEAT,0,2
0774,RandomBot,DEFEAT,0,4
0775,RandomBot,DEFEAT,0,3
0776,RandomBot,DEFEAT,0,6
0777,RandomBot,DEFEAT,0,9
0778,RandomBot,DEFEAT,0,5
0779,RandomBot,DEFEAT,0,2
0780,RandomBot,DEFEAT,0,7
0781,RandomBot,DEFEAT,0,2
0782,RandomBot,DEFEAT,0,2
0783,RandomBot,DEFEAT,0,8
0784,RandomBot,DEFEAT,0,1
0785,RandomBot,DEFEAT,0,9
0786,RandomBot,DEFEAT,0,7
0787,RandomBot,DEFEAT,0,12
0788,RandomBot,DEFEAT,0,8
0789,RandomBot,DEFEAT,0,2
0790,RandomBot,DEFEAT,0,3
0791,RandomBot,DEFEAT,0,2
0792,RandomBot,DEFEAT,0,2
0793,RandomBot,DEFEAT,0,2
0794,RandomBot,DEFEAT,0,4
0795,RandomBot,DEFEAT,0,3
0796,RandomBot,DEFEAT,0,2
0797,RandomBot,DEFEAT,0,2
0798,RandomBot,DEFEAT,0,2
0799,RandomBot,DEFEAT,0,5
0800,RandomBot,DEFEAT,0,6
0801,RandomBot,DEFEAT,0,3
0802,RandomBot,DEFEAT,0,5
0803,RandomBot,DEFEAT,0,2
0804,RandomBot,DEFEAT,1,4
0805,RandomBot,DEFEAT,0,4
0806,RandomBot,DEFEAT,0,3
0807,RandomBot,DEFEAT,0,1
0808,RandomBot,DEFEAT,0,3
0809,RandomBot,DEFEAT,0,6
0810,RandomBot,DEFEAT,0,2
0811,RandomBot,DEFEAT,0,3
0812,RandomBot,DEFEAT,0,6
0813,RandomBot,DEFEAT,0,5
0814,RandomBot,DEFEAT,0,2
0815,RandomBot,DEFEAT,0,6
0816,RandomBot,DEFEAT,0,7
0817,RandomBot,DEFEAT,0,4
0818,RandomBot,DEFEAT,0,4
0819,RandomBot,DEFEAT,0,3
0820,RandomBot,DEFEAT,0,3
0821,RandomBot,DEFEAT,0,2
0822,RandomBot,DEFEAT,0,4
0823,RandomBot,DEFEAT,0,4
0824,RandomBot,DEFEAT,0,2
0825,RandomBot,DEFEAT,0,4
0826,RandomBot,DEFEAT,0,8
0827,RandomBot,DEFEAT,0,5
0828,RandomBot,DEFEAT,0,4
0829,RandomBot,DEFEAT,0,5
0830,RandomBot,DEFEAT,0,10
0831,RandomBot,DEFEAT,0,4
0832,RandomBot,DEFEAT,0,3
0833,RandomBot,DEFEAT,1,9
0834,RandomBot,DEFEAT,0,3
0835,RandomBot,DEFEAT,0,2
0836,RandomBot,DEFEAT,0,6
0837,RandomBot,DEFEAT,0,5
0838,RandomBot,DEFEAT,0,5
0839,RandomBot,DEFEAT,0,4
0840,RandomBot,DEFEAT,0,4
0841,RandomBot,DEFEAT,0,3
0842,RandomBot,DEFEAT,0,4
0843,RandomBot,DEFEAT,0,7
0844,RandomBot,DEFEAT,0,17
0845,RandomBot,VICTORY,0,3
0846,RandomBot,DEFEAT,0,3
0847,RandomBot,DEFEAT,0,2
0848,RandomBot,DEFEAT,0,7
0849,RandomBot,DEFEAT,0,3
0850,RandomBot,DEFEAT,0,4
0851,RandomBot,DEFEAT,0,3
0852,RandomBot,DEFEAT,0,2
0853,RandomBot,DEFEAT,0,2
0854,RandomBot,DEFEAT,0,5
0855,RandomBot,DEFEAT,0,4
0856,RandomBot,DEFEAT,0,1
0857,RandomBot,DEFEAT,0,4
0858,RandomBot,DEFEAT,0,2
0859,RandomBot,DEFEAT,0,4
0860,RandomBot,DEFEAT,0,2
0861,RandomBot,DEFEAT,0,4
0862,RandomBot,DEFEAT,0,1
0863,RandomBot,DEFEAT,0,5
0864,RandomBot,DEFEAT,0,2
0865,RandomBot,DEFEAT,1,4
0866,RandomBot,DEFEAT,0,6
0867,RandomBot,DEFEAT,0,3
0868,RandomBot,DEFEAT,0,6
0869,RandomBot,DEFEAT,0,2
0870,RandomBot,DEFEAT,0,4
0871,RandomBot,DEFEAT,0,6
0872,RandomBot,DEFEAT,0,4
0873,RandomBot,DEFEAT,0,3
0874,RandomBot,DEFEAT,0,7
0875,RandomBot,DEFEAT,0,3
0876,RandomBot,DEFEAT,0,3
0877,RandomBot,DEFEAT,0,3
0878,RandomBot,DEFEAT,0,11
0879,RandomBot,DEFEAT,0,7
0880,RandomBot,DEFEAT,0,3
0881,RandomBot,DEFEAT,0,4
0882,RandomBot,DEFEAT,0,6
0883,RandomBot,DEFEAT,0,2
0884,RandomBot,DEFEAT,0,8
0885,RandomBot,DEFEAT,0,4
0886,RandomBot,DEFEAT,0,3
0887,RandomBot,DEFEAT,0,1
0888,RandomBot,DEFEAT,0,4
0889,RandomBot,DEFEAT,0,3
0890,RandomBot,DEFEAT,0,1
0891,RandomBot,DEFEAT,0,2
0892,RandomBot,DEFEAT,0,5
0893,RandomBot,DEFEAT,1,4
0894,RandomBot,DEFEAT,0,6
0895,RandomBot,DEFEAT,0,1
0896,RandomBot,DEFEAT,0,5
0897,RandomBot,DEFEAT,0,3
0898,RandomBot,DEFEAT,0,3
0899,RandomBot,DEFEAT,0,2
0900,RandomBot,DEFEAT,0,2
0901,RandomBot,DEFEAT,0,1
0902,RandomBot,DEFEAT,0,4
0903,RandomBot,DEFEAT,0,5
0904,RandomBot,VICTORY,1,12
0905,RandomBot,DEFEAT,0,12
0906,RandomBot,DEFEAT,0,2
0907,RandomBot,DEFEAT,0,4
0908,RandomBot,DEFEAT,0,3
0909,RandomBot,DEFEAT,0,5
0910,RandomBot,DEFEAT,0,3
0911,RandomBot,DEFEAT,0,4
0912,RandomBot,DEFEAT,0,3
0913,RandomBot,DEFEAT,0,3
0914,RandomBot,DEFEAT,0,1
0915,RandomBot,DEFEAT,0,3
0916,RandomBot,DEFEAT,0,8
0917,RandomBot,DEFEAT,0,3
0918,RandomBot,DEFEAT,0,1
0919,RandomBot,DEFEAT,0,5
0920,RandomBot,DEFEAT,0,4
0921,RandomBot,DEFEAT,0,1
0922,RandomBot,DEFEAT,0,2
0923,RandomBot,DEFEAT,0,2
0924,RandomBot,DEFEAT,0,5
0925,RandomBot,DEFEAT,0,3
0926,RandomBot,DEFEAT,0,5
0927,RandomBot,DEFEAT,0,6
0928,RandomBot,DEFEAT,0,2
0929,RandomBot,DEFEAT,0,5
0930,RandomBot,DEFEAT,0,1
0931,RandomBot,DEFEAT,0,1
0932,RandomBot,DEFEAT,0,4
0933,RandomBot,DEFEAT,0,1
0934,RandomBot,DEFEAT,0,3
0935,RandomBot,DEFEAT,0,3
0936,RandomBot,DEFEAT,0,5
0937,RandomBot,DEFEAT,0,2
0938,RandomBot,DEFEAT,0,10
0939,RandomBot,DEFEAT,0,7
0940,RandomBot,DEFEAT,0,2
0941,RandomBot,DEFEAT,0,3
0942,RandomBot,DEFEAT,0,2
0943,RandomBot,DEFEAT,0,1
0944,RandomBot,DEFEAT,0,1
0945,RandomBot,DEFEAT,0,3
0946,RandomBot,DEFEAT,0,3
0947,RandomBot,DEFEAT,0,4
0948,RandomBot,DEFEAT,0,3
0949,RandomBot,DEFEAT,0,2
0950,RandomBot,DEFEAT,0,2
0951,RandomBot,DEFEAT,0,1
0952,RandomBot,DEFEAT,0,2
0953,RandomBot,DEFEAT,0,3
0954,RandomBot,DEFEAT,0,1
0955,RandomBot,DEFEAT,0,6
0956,RandomBot,DEFEAT,0,6
0957,RandomBot,DEFEAT,0,1
0958,RandomBot,DEFEAT,0,11
0959,RandomBot,DEFEAT,0,3
0960,RandomBot,DEFEAT,0,3
0961,RandomBot,DEFEAT,0,6
0962,RandomBot,DEFEAT,0,2
0963,RandomBot,DEFEAT,0,2
0964,RandomBot,DEFEAT,0,3
0965,RandomBot,DEFEAT,0,2
0966,RandomBot,DEFEAT,0,3
0967,RandomBot,DEFEAT,0,8
0968,RandomBot,DEFEAT,0,1
0969,RandomBot,DEFEAT,0,10
0970,RandomBot,DEFEAT,0,5
0971,RandomBot,DEFEAT,0,2
0972,RandomBot,DEFEAT,1,2
0973,RandomBot,DEFEAT,0,2
0974,RandomBot,DEFEAT,0,5
0975,RandomBot,VICTORY,0,1
0976,RandomBot,DEFEAT,0,5
0977,RandomBot,DEFEAT,0,1
0978,RandomBot,DEFEAT,0,8
0979,RandomBot,DEFEAT,0,8
0980,RandomBot,DEFEAT,0,2
0981,RandomBot,DEFEAT,0,1
0982,RandomBot,DEFEAT,0,3
0983,RandomBot,DEFEAT,0,4
0984,RandomBot,DEFEAT,0,4
0985,RandomBot,DEFEAT,0,3
0986,RandomBot,DEFEAT,0,9
0987,RandomBot,DEFEAT,0,4
0988,RandomBot,DEFEAT,0,2
0989,RandomBot,DEFEAT,0,11
0990,RandomBot,DEFEAT,0,1
0991,RandomBot,DEFEAT,0,3
0992,RandomBot,DEFEAT,0,2
0993,RandomBot,DEFEAT,0,2
0994,RandomBot,DEFEAT,0,5
0995,RandomBot,DEFEAT,0,10
0996,RandomBot,DEFEAT,0,2
0997,RandomBot,DEFEAT,0,7
0998,RandomBot,DEFEAT,0,6
0999,RandomBot,DEFEAT,0,4
1000,RandomBot,DEFEAT,0,2
